"SL2.50ch00:10005141-10011112","223","10005141","10011112","5971"
"SL2.50ch00:10065487-10066763","55","10065487","10066763","1276"
"SL2.50ch00:10068907-10069554","25","10068907","10069554","647"
"SL2.50ch00:10077002-10077940","29","10077002","10077940","938"
"SL2.50ch00:10083677-10084008","18","10083677","10084008","331"
"SL2.50ch00:10083717-10084121","19","10083717","10084121","404"
"SL2.50ch00:10087141-10087522","8","10087141","10087522","381"
"SL2.50ch00:10091503-10092106","12","10091503","10092106","603"
"SL2.50ch00:10093140-10093724","18","10093140","10093724","584"
"SL2.50ch00:10103496-10104116","28","10103496","10104116","620"
"SL2.50ch00:10105984-10106392","15","10105984","10106392","408"
"SL2.50ch00:10108110-10108526","8","10108110","10108526","416"
"SL2.50ch00:10111024-10111355","0","10111024","10111355","331"
"SL2.50ch00:10117335-10118295","29","10117335","10118295","960"
"SL2.50ch00:10120087-10122222","39","10120087","10122222","2135"
"SL2.50ch00:10120718-10122214","30","10120718","10122214","1496"
"SL2.50ch00:10152460-10155800","91","10152460","10155800","3340"
"SL2.50ch00:10152754-10155689","79","10152754","10155689","2935"
"SL2.50ch00:10157628-10158609","18","10157628","10158609","981"
"SL2.50ch00:10157650-10158569","17","10157650","10158569","919"
"SL2.50ch00:10272221-10272832","26","10272221","10272832","611"
"SL2.50ch00:10279819-10280479","15","10279819","10280479","660"
"SL2.50ch00:10289422-10289901","15","10289422","10289901","479"
"SL2.50ch00:10290736-10291286","10","10290736","10291286","550"
"SL2.50ch00:10291703-10292158","14","10291703","10292158","455"
"SL2.50ch00:10297595-10298546","46","10297595","10298546","951"
"SL2.50ch00:10297703-10298485","44","10297703","10298485","782"
"SL2.50ch00:10299741-10300252","10","10299741","10300252","511"
"SL2.50ch00:10302592-10303453","30","10302592","10303453","861"
"SL2.50ch00:10307193-10307574","12","10307193","10307574","381"
"SL2.50ch00:10312875-10313412","11","10312875","10313412","537"
"SL2.50ch00:10399107-10400823","80","10399107","10400823","1716"
"SL2.50ch00:10399126-10400773","80","10399126","10400773","1647"
"SL2.50ch00:10401962-10403570","116","10401962","10403570","1608"
"SL2.50ch00:10402022-10403589","116","10402022","10403589","1567"
"SL2.50ch00:10405120-10406139","19","10405120","10406139","1019"
"SL2.50ch00:10410732-10412157","71","10410732","10412157","1425"
"SL2.50ch00:10413931-10414420","14","10413931","10414420","489"
"SL2.50ch00:10421271-10422036","24","10421271","10422036","765"
"SL2.50ch00:10421325-10421900","24","10421325","10421900","575"
"SL2.50ch00:10423992-10424622","19","10423992","10424622","630"
"SL2.50ch00:10428518-10429766","68","10428518","10429766","1248"
"SL2.50ch00:10428560-10429877","68","10428560","10429877","1317"
"SL2.50ch00:10431331-10432014","15","10431331","10432014","683"
"SL2.50ch00:10438317-10439161","15","10438317","10439161","844"
"SL2.50ch00:10476481-10481250","114","10476481","10481250","4769"
"SL2.50ch00:10482665-10483675","32","10482665","10483675","1010"
"SL2.50ch00:10485707-10487511","91","10485707","10487511","1804"
"SL2.50ch00:10502513-10503036","4","10502513","10503036","523"
"SL2.50ch00:10508200-10508581","12","10508200","10508581","381"
"SL2.50ch00:10512279-10513587","14","10512279","10513587","1308"
"SL2.50ch00:10574814-10576035","88","10574814","10576035","1221"
"SL2.50ch00:10574843-10576103","88","10574843","10576103","1260"
"SL2.50ch00:10577314-10578590","38","10577314","10578590","1276"
"SL2.50ch00:10581664-10582341","17","10581664","10582341","677"
"SL2.50ch00:10588136-10588834","22","10588136","10588834","698"
"SL2.50ch00:10600590-10600921","10","10600590","10600921","331"
"SL2.50ch00:10601253-10602032","20","10601253","10602032","779"
"SL2.50ch00:10603667-10606248","144","10603667","10606248","2581"
"SL2.50ch00:10604061-10606228","143","10604061","10606228","2167"
"SL2.50ch00:10607822-10610054","189","10607822","10610054","2232"
"SL2.50ch00:10607854-10610082","189","10607854","10610082","2228"
"SL2.50ch00:10617025-10618102","159","10617025","10618102","1077"
"SL2.50ch00:10617045-10618174","159","10617045","10618174","1129"
"SL2.50ch00:10627392-10628351","121","10627392","10628351","959"
"SL2.50ch00:10627420-10628331","121","10627420","10628331","911"
"SL2.50ch00:10630303-10630941","45","10630303","10630941","638"
"SL2.50ch00:10630322-10630895","45","10630322","10630895","573"
"SL2.50ch00:10632640-10636737","292","10632640","10636737","4097"
"SL2.50ch00:10632707-10636726","291","10632707","10636726","4019"
"SL2.50ch00:10638493-10640185","276","10638493","10640185","1692"
"SL2.50ch00:10638591-10640187","276","10638591","10640187","1596"
"SL2.50ch00:10642033-10643902","251","10642033","10643902","1869"
"SL2.50ch00:10642037-10643846","251","10642037","10643846","1809"
"SL2.50ch00:10644515-10646026","86","10644515","10646026","1511"
"SL2.50ch00:10644516-10645874","84","10644516","10645874","1358"
"SL2.50ch00:10651555-10652266","53","10651555","10652266","711"
"SL2.50ch00:10651628-10652252","53","10651628","10652252","624"
"SL2.50ch00:10653584-10655204","80","10653584","10655204","1620"
"SL2.50ch00:10656082-10657809","71","10656082","10657809","1727"
"SL2.50ch00:10659682-10660159","15","10659682","10660159","477"
"SL2.50ch00:10660575-10661051","7","10660575","10661051","476"
"SL2.50ch00:10664093-10664879","78","10664093","10664879","786"
"SL2.50ch00:10665512-10666210","142","10665512","10666210","698"
"SL2.50ch00:10665535-10666163","142","10665535","10666163","628"
"SL2.50ch00:10667197-10669630","640","10667197","10669630","2433"
"SL2.50ch00:10667249-10669624","637","10667249","10669624","2375"
"SL2.50ch00:10672327-10672995","150","10672327","10672995","668"
"SL2.50ch00:10672331-10673001","150","10672331","10673001","670"
"SL2.50ch00:10675576-10676676","169","10675576","10676676","1100"
"SL2.50ch00:10675601-10676553","168","10675601","10676553","952"
"SL2.50ch00:10680500-10686366","1714","10680500","10686366","5866"
"SL2.50ch00:10680507-10686395","1714","10680507","10686395","5888"
"SL2.50ch00:10687183-10692743","1457","10687183","10692743","5560"
"SL2.50ch00:10687194-10692736","1457","10687194","10692736","5542"
"SL2.50ch00:10721202-10722706","49","10721202","10722706","1504"
"SL2.50ch00:10729266-10730646","175","10729266","10730646","1380"
"SL2.50ch00:10729366-10730692","175","10729366","10730692","1326"
"SL2.50ch00:10731640-10733467","101","10731640","10733467","1827"
"SL2.50ch00:10735708-10737046","54","10735708","10737046","1338"
"SL2.50ch00:10739930-10740261","4","10739930","10740261","331"
"SL2.50ch00:10743581-10745195","46","10743581","10745195","1614"
"SL2.50ch00:10746713-10748833","46","10746713","10748833","2120"
"SL2.50ch00:10749908-10750239","5","10749908","10750239","331"
"SL2.50ch00:10751930-10752550","12","10751930","10752550","620"
"SL2.50ch00:10776616-10777858","37","10776616","10777858","1242"
"SL2.50ch00:10778540-10781054","59","10778540","10781054","2514"
"SL2.50ch00:10783354-10784036","34","10783354","10784036","682"
"SL2.50ch00:10783509-10783913","33","10783509","10783913","404"
"SL2.50ch00:10788509-10789242","38","10788509","10789242","733"
"SL2.50ch00:10788760-10789164","34","10788760","10789164","404"
"SL2.50ch00:10793463-10794063","22","10793463","10794063","600"
"SL2.50ch00:10793486-10794207","22","10793486","10794207","721"
"SL2.50ch00:10798448-10803540","172","10798448","10803540","5092"
"SL2.50ch00:10830646-10832242","164","10830646","10832242","1596"
"SL2.50ch00:10830818-10832276","164","10830818","10832276","1458"
